"answer","option1","option2","option3","subject","question","explanation"
"Moaning Myrtle","Moodys Magical Eye","Honeydukes","Molly Weasley","Harry Potter","Who is a ghost haunting the girls' bathroom on the second floor of Hogwarts and known for her sorrowful and ghostly demeanor?","Moaning Myrtle is a ghost at Hogwarts."
"Minerva McGonagall","Quirinus Quirrell","Horace Slughorn","Alastor Moody","Harry Potter","Who is the Deputy Headmistress, Transfiguration professor, and head of Gryffindor House at Hogwarts?","Minerva McGonagall holds several important positions at Hogwarts."
"Marvolo Gaunts Ring","Moodys Magical Eye","Moaning Myrtle","Molly Weasley","Harry Potter","Which object is one of Voldemort's Horcruxes, and is destroyed using a basilisk fang?","Marvolo Gaunts Ring is one of Voldemort's Horcruxes."
"Malfoy Manor","Moaning Myrtle","Molly Weasley","Marvolo Gaunts Ring","Harry Potter","What is the name of the Malfoy family's ancestral home, where significant events occur?","Malfoy Manor is the ancestral home of the Malfoy family."
"Madam Pomfrey","Malfoy Manor","Moaning Myrtle","Marvolo Gaunts Ring","Harry Potter","Who is the Hogwarts matron and responsible for tending to the injuries and illnesses of students?","Madam Pomfrey serves as the matron at Hogwarts."
"Mad-Eye Moody","Malfoy Manor","Madam Pomfrey","Marvolo Gaunts Ring","Harry Potter","Who is a famous Auror and a member of the Order of the Phoenix, known for his magical eye?","Mad-Eye Moody is a skilled Auror with a magical eye."
"Luna Lovegood","Mad-Eye Moody","Madam Pomfrey","Malfoy Manor","Harry Potter","Who is known for her dreamy and eccentric personality, and is a member of Dumbledore's Army?","Luna Lovegood is known for her unique personality and involvement in Dumbledore's Army."
"Lumos","Stupefy","Accio","Nox","Harry Potter","Which spell is used to create light at the tip of the caster's wand?","The Lumos spell creates light at the tip of the caster's wand for illumination."
"Lucius Malfoy","Mad-Eye Moody","Madam Pomfrey","Luna Lovegood","Harry Potter","Who is a wealthy and influential pure-blood wizard, known for his affiliation with the Death Eaters?","Lucius Malfoy is a prominent character known for his association with the Death Eaters."
"Lovegoods Lunacy","Mad-Eye Moody","Luna Lovegood","Lucius Malfoy","Harry Potter","What is the name of the magazine that publishes Luna Lovegood's father's articles on strange creatures?","Lovegoods Lunacy is the magazine that features articles by Luna Lovegood's father."
"Lord Voldemort","Lovegoods Lunacy","Luna Lovegood","Lucius Malfoy","Harry Potter","Who is the main antagonist of the Harry Potter series, often referred to as the Dark Lord?","Lord Voldemort is the primary antagonist in the series."
"Kreacher","Lord Voldemort","Lovegoods Lunacy","Lucius Malfoy","Harry Potter","Who is the Black family's house-elf, known for his loyalty to the Black family and later to Harry Potter?","Kreacher is the Black family's loyal house-elf."
"Incendio","Alohomora","Lumos","Nox","Harry Potter","Which spell is used to start a fire?","The Incendio spell is used to start fires."
"Imperio","Crucio","Stupefy","Avada Kedavra","Harry Potter","Which Unforgivable Curse places the target under the complete control of the caster?","The Imperius Curse, or Imperio, allows the caster to control the actions of the target completely."
"Hufflepuff House","Kreacher","Lord Voldemort","Lovegoods Lunacy","Harry Potter","Which Hogwarts house values loyalty, patience, and hard work?","Hufflepuff is one of the four houses at Hogwarts."
"Horace Slughorn","Severus Snape","Sybill Trelawney","Pomona Sprout","Harry Potter","Who is the Potions Master and head of Slytherin House at Hogwarts, known for his Slug Club?","Horace Slughorn is the Potions Master and head of Slytherin."
"Horace Slughorn","Kreacher","Lord Voldemort","Hufflepuff House","Harry Potter","Who is the Potions Master at Hogwarts School of Witchcraft and Wizardry and known for his Slug Club?","Horace Slughorn is the Potions Master and head of the Slug Club."
"Honeydukes","Horace Slughorn","Kreacher","Hufflepuff House","Harry Potter","What is the name of the popular wizarding sweet shop in Hogsmeade?","Honeydukes is a famous wizarding sweet shop in Hogsmeade."
"Holly Wood with a Phoenix Feather Core","The Whomping Willow","Thestral Carriages","The Yule Ball","Harry Potter","What is the type of wood and core material used in Harry Potter's wand?","Harry's wand has Holly wood with a Phoenix feather core."
"Hogwarts School of Witchcraft and Wizardry","Gregory Goyle","Godric's Hollow","Ginny Weasley","Harry Potter","What is the name of the magical school where young witches and wizards receive their education?","Hogwarts is the renowned wizarding school."
"Hermione Granger","Godric's Hollow","Ginny Weasley","Hogwarts School of Witchcraft and Wizardry","Harry Potter","Who is a highly intelligent and skilled witch and one of Harry Potter's best friends?","Hermione Granger is known for her intelligence and friendship with Harry."
"Helga Hufflepuff's Cup","Ginny Weasley","Hermione Granger","Hogwarts School of Witchcraft and Wizardry","Harry Potter","Which object is one of Voldemort's Horcruxes and is hidden in Bellatrix Lestrange's vault at Gringotts?","Helga Hufflepuff's Cup is one of Voldemort's Horcruxes."
"Hedwig","Helga Hufflepuff's Cup","Hermione Granger","Hogwarts School of Witchcraft and Wizardry","Harry Potter","What is the name of Harry Potter's loyal snowy owl and pet?","Hedwig is Harry's loyal pet owl."
"Hawthorn Wood with a Unicorn Hair Core","Vine Wood with a Dragon Heartstring Core","Cypress Wood with a Unicorn Hair Core","Willow Wood with a Unicorn Hair Core","Harry Potter","What type of wood and core material is used in the wand of Draco Malfoy?","Draco Malfoy's wand is made of Hawthorn wood with a Unicorn hair core."
"Harry Potter","Helga Hufflepuff's Cup","Hedwig","Hermione Granger","Harry Potter","Who is the central character and 'the Boy Who Lived'?","Harry Potter is the central character in the series."
"Hagrid's Hut","Harry Potter","Hedwig","Helga Hufflepuff's Cup","Harry Potter","What is the name of Hagrid's small wooden house located on the grounds of Hogwarts?","Hagrid's Hut is the home of Rubeus Hagrid on the Hogwarts grounds."
"Gryffindor House","Harry Potter","Hagrid's Hut","Hagrid","Harry Potter","Which Hogwarts house is known for its values of courage, bravery, and chivalry?","Gryffindor is one of the four houses at Hogwarts."
"Gringotts Wizarding Bank","Rubeus Hagrid","Gryffindor House","Hagrid's Hut","Harry Potter","What is the name of the goblin-run bank in the wizarding world known for its high security?","Gringotts is the goblin-managed bank in the wizarding world."
"Grindylows","Mermaids","Selkies","Kelpies","Harry Potter","During the Triwizard Tournament's second task in 'Harry Potter and the Goblet of Fire', what underwater creatures attack the champions when they retrieve the hostages from the lake?","Grindylows are the creatures that attack the champions during the Mermaid Challenge."
"Grindelwald's Imprisonment","Gryffindor House","Hagrid","Gringotts Wizarding Bank","Harry Potter","Which event refers to the incarceration of the dark wizard Gellert Grindelwald?","Grindelwald's imprisonment marks a significant event in wizarding history."
"Gregory Goyle","Gryffindor House","Gringotts Wizarding Bank","Grindelwald's Imprisonment","Harry Potter","Who is a Slytherin student at Hogwarts and one of Draco Malfoy's loyal followers?","Gregory Goyle is a Slytherin student and a follower of Draco Malfoy."
"Godric's Hollow","Gregory Goyle","Gryffindor House","Gringotts Wizarding Bank","Harry Potter","Which village is known for being the birthplace of Harry Potter and the location of his parents' house?","Godric's Hollow is the village where Harry Potter was born and his parents' house was located."
"Ginny Weasley","Gregory Goyle","Godric's Hollow","Grindelwald's Imprisonment","Harry Potter","Who is the youngest member of the Weasley family and a talented witch?","Ginny Weasley is the youngest Weasley sibling and a skilled witch."
"Gilderoy Lockhart","Fred and George Weasley's Joke Shop","Fleur Delacour","Fred Weasley","Harry Potter","Who is a famous but somewhat incompetent wizard and author in the Harry Potter series, known for his charm and good looks?","Gilderoy Lockhart is known for his celebrity status and books."
"George Weasley","Fleur Delacour","Gilderoy Lockhart","Fred Weasley","Harry Potter","Which Weasley twin is known for his sense of humor and co-owns Weasleys' Wizard Wheezes?","George Weasley is known for his sense of humor."
"Gellert Grindelwald","Gilderoy Lockhart","Fred and George Weasley's Joke Shop","George Weasley","Harry Potter","Who is a dark wizard and one of Albus Dumbledore's former close friends, known for his dangerous ideas and actions?","Gellert Grindelwald is a dark wizard and a significant character."
"Fred Weasley","Gellert Grindelwald","Gilderoy Lockhart","George Weasley","Harry Potter","Which Weasley twin is known for his sense of humor and co-owns Weasleys' Wizard Wheezes?","Fred Weasley is known for his sense of humor."
"Fred and George Weasleys Joke Shop","Gellert Grindelwald","George Weasley","Fred Weasley","Harry Potter","Which joke shop is owned by the mischievous Weasley twins and becomes very popular?","Fred and George Weasley own the joke shop."
"Fleur Delacour","Gilderoy Lockhart","Fred and George Weasley","Fred Weasley","Harry Potter","Who is a talented and graceful Beauxbatons Academy student and a Triwizard Tournament champion?","Fleur Delacour represents Beauxbatons in the Triwizard Tournament."
"Filius Flitwick","Rubeus Hagrid","Minerva McGonagall","Remus Lupin","Harry Potter","Who is the Charms Master and head of Ravenclaw House at Hogwarts?","Filius Flitwick is the Charms Master at Hogwarts."
"Expulso","crucio","imperio","reducto","Harry Potter","Which spell is used to cause objects to explode?","The Expulso spell causes objects to explode when cast."
"Expelliarmus","protego","Stupefy","Expulso","Harry Potter","What spell is commonly used to disarm opponents by forcing them to release whatever they are holding?","Expelliarmus is the Disarming Charm used to disarm opponents by forcing them to release what they are holding."
"Expecto Patronum","Lumos","Incendio","Nox","Harry Potter","Which spell conjures a Patronus to ward off Dementors and other dark creatures?","Expecto Patronum is used to summon a Patronus, which is a protective guardian against dark creatures like Dementors."
"Elder Wood with a Phoenix Feather Core","Walnut Wood with a Dragon Heartstring Core.","Yew Wood with a Phoenix Feather Core","Unknown Wood with a Dragon Heartstring Core","Harry Potter","What type of wood and core material is used in the Elder Wand, one of the Deathly Hallows?","The Elder Wand is made of Elder wood with a Phoenix feather core."
"Dumbledore","Fleur Delacour","Gilderoy Lockhart","Fred Weasley","Harry Potter","Who is the wise and respected headmaster of Hogwarts School of Witchcraft and Wizardry?","Albus Dumbledore is the headmaster of Hogwarts."
"Dudley Dursley","Vernon Dursley","Room of Requirement","Petunia Dursley","Harry Potter","Who is Harry Potter's cousin and the son of Vernon and Petunia Dursley?","Dudley Dursley is Harry's cousin."
"Draco Malfoy","Fred and George Weasleys Joke Shop","Fleur Delacour","Dumbledore","Harry Potter","Who is a student at Hogwarts and a member of the Slytherin house, known for his rivalry with Harry Potter?","Draco Malfoy is a student in Slytherin with a rivalry with Harry."
