"answer","question","subject","option1","option2","option3","option4","explanation"
"Battle of the Seven Potters","What event involves seven Harry Potter decoys created by Polyjuice Potion to protect Harry in 'Harry Potter and the Deathly Hallows'?","Harry Potter","Beauxbatons Academy of Magic","Black Lake","Burrow","The Battle of the Seven Potters","The Battle of the Seven Potters is a key protection plan for Harry."
"Battle of the Astronomy Tower","Where does a tragic battle involving Dumbledore and Death Eaters occur in 'Harry Potter and the Half-Blood Prince'?","Harry Potter","Battle at the Department of Mysteries","Battle in the Room of Requirement","Battle of Hogwarts","The Battle of the Astronomy Tower","The Battle of the Astronomy Tower is a pivotal event."
"Battle of Hogwarts","Which epic battle takes place at Hogwarts in the final book of the Harry Potter series?","Harry Potter","Battle of the Astronomy Tower","Battle at the Department of Mysteries","Battle in the Room of Requirement","The Battle of Hogwarts","The Battle of Hogwarts is a significant conflict in the series."
"Battle at the Ministry of Magic","In 'Harry Potter and the Order of the Phoenix', where do the Order of the Phoenix and Death Eaters clash in a battle?","Harry Potter","Battle in the Room of Requirement","Battle of Hogwarts","Battle of the Astronomy Tower","The Battle at the Ministry of Magic","The battle at the Ministry of Magic is a key conflict in the story."
"Battle at the Department of Mysteries","Which battle takes place in the Ministry of Magic in 'Harry Potter and the Order of the Phoenix'?","Harry Potter","Battle in the Room of Requirement","Battle of Hogwarts","Battle of the Astronomy Tower","The Battle at the Department of Mysteries","The battle at the Department of Mysteries occurs in the Ministry of Magic."
"Basilisk","What dangerous creature is unleashed in the Chamber of Secrets?","Harry Potter","Battle at the Ministry of Magic","Battle in the Room of Requirement","Battle of Hogwarts","The Basilisk","The Basilisk is a dangerous serpent released from the Chamber of Secrets."
"Astronomy Tower","Which location at Hogwarts plays a significant role in the events of 'Harry Potter and the Half-Blood Prince'?","Harry Potter","Basilisk","Battle at the Ministry of Magic","Battle in the Room of Requirement","The Astronomy Tower","The Astronomy Tower is where a pivotal event occurs."
"Sybill Trelawney","Who is the Divination professor at Hogwarts, known for her eccentric and often inaccurate predictions?","Harry Potter","Dolores Umbridge","Albus Dumbledore","Filius Flitwick","Sybill Trelawney","Sybill Trelawney teaches Divination."
"Stupefy","Which spell is used to stun and temporarily incapacitate the target?","Harry Potter","Expulso","Protego","Avada Kedavra","Stupefy","The Stupefy spell is used to stun and temporarily incapacitate the target."
"St. Mungo's Hospital for Magical Maladies and Injuries","Where can witches and wizards go for medical treatment?","Harry Potter","Astronomy Tower","Basilisk","Battle at the Department of Mysteries","St. Mungo's Hospital for Magical Maladies and Injuries","St. Mungo's is the wizarding hospital for magical ailments."
"Slytherin House","Which Hogwarts house values ambition, cunning, and resourcefulness?","Harry Potter","Moody's Magical Eye","Quidditch World Cup","Ravenclaw House","Slytherin House","Slytherin is one of the four houses at Hogwarts."
"Sirius Black","Who is Harry Potter's godfather and a member of the Order of the Phoenix?","Harry Potter","Sirius Black's Escape from Azkaban","Slytherin House","Moody's Magical Eye","Sirius Black","Sirius Black is Harry's godfather and an important character."
"Shell Cottage","What is the name of the seaside home where Bill and Fleur Weasley reside?","Harry Potter","Sirius Black","Sirius Black's Escape from Azkaban","Slytherin House","Shell Cottage","Shell Cottage is the Weasley family's residence."
"Severus Snape","Who is the Potions Master, head of Slytherin House, and a complex character with a dark past?","Harry Potter","Shell Cottage","Sirius Black","Sirius Black's Escape from Azkaban","Severus Snape","Severus Snape is a complex character with a significant role."
"Scabbers","What is the nickname of Ron Weasley's pet rat, who is later revealed to be an Animagus?","Harry Potter","Severus Snape","Shell Cottage","Sirius Black","Scabbers","Scabbers is the nickname of Ron's pet rat."
"Salazar Slytherin's Locket","Which valuable magical object is turned into a Horcrux by Voldemort?","Harry Potter","Scabbers","Severus Snape","Shell Cottage","Salazar Slytherin's Locket","Salazar Slytherin's locket is turned into a Horcrux."
"Rubeus Hagrid","Who is the gamekeeper and Keeper of Keys and Grounds at Hogwarts School of Witchcraft and Wizardry?","Harry Potter","Rubeus Hagrid","Harry Potter","Hedwig","Helga Hufflepuff's Cup","Rubeus Hagrid is the gamekeeper at Hogwarts."
"Rowena Ravenclaw's Diadem","Which lost relic of Rowena Ravenclaw is used as a Horcrux by Voldemort?","Harry Potter","Salazar Slytherin's Locket","Scabbers","Severus Snape","Rowena Ravenclaw's Diadem","The diadem of Rowena Ravenclaw is a Horcrux."
"Room of Requirement","What magical room within Hogwarts School of Witchcraft and Wizardry can transform into whatever the person seeking it needs at the moment?","Harry Potter","Vernon Dursley","Petunia Dursley","Dudley Dursley","Room of Requirement","The Room of Requirement is a versatile magical space."
"Ron Weasley","Who is one of Harry Potter's best friends and a member of the Weasley family?","Harry Potter","Rowena Ravenclaw's Diadem","Salazar Slytherin's Locket","Scabbers","Ron Weasley","Ron Weasley is a close friend and loyal companion of Harry."
"Rita Skeeter","Who is a sensationalist journalist and an unregistered Animagus?","Harry Potter","Ron Weasley","Rowena Ravenclaw's Diadem","Salazar Slytherin's Locket","Rita Skeeter","Rita Skeeter is known for her sensationalist journalism."
"Riddikulus","Which spell is used to transform a Boggart into something amusing?","Harry Potter","Accio","Lumos","Nox","Riddikulus","The Riddikulus spell is used to turn a Boggart, a creature that takes the form of one's greatest fear, into something humorous."
"Remus Lupin","Who is a former Defense Against the Dark Arts teacher and a skilled werewolf?","Harry Potter","Minerva McGonagall","Alastor Moody","Quirinus Quirrell","Remus Lupin","Remus Lupin is a former DADA teacher and a werewolf."
"Reducto","Which spell is used to reduce the size of the target or disintegrate objects?","Harry Potter","Imperio","Crucio","Expelliarmus","Reducto","The Reducto spell is used to reduce the size of the target or disintegrate objects."
"Ravenclaw House","Which Hogwarts house values intelligence, creativity, and wisdom?","Harry Potter","Remus Lupin","Rita Skeeter","Ron Weasley","Ravenclaw House","Ravenclaw is one of the four houses at Hogwarts."
"Quirinus Quirrell","Which epic battle takes place at Hogwarts in the final book?","Harry Potter","Horace Slughorn","Severus Snape","Pomona Sprout","Quirinus Quirrell","Quirinus Quirrell serves as DADA teacher in the first book."
"Quidditch World Cup","Which major international Quidditch sporting event is held every four years?","Harry Potter","Ravenclaw House","Remus Lupin","Rita Skeeter","Quidditch World Cup","The Quidditch World Cup is a major sporting event in the wizarding world."
"Protego","Which spell is used to create a magical barrier to deflect spells and physical attacks?","Harry Potter","Expulso","Reducto","Stupefy","Protego","The Protego spell creates a magical barrier to deflect spells and physical attacks."
"Pomona Sprout","Who is the Herbology professor and head of Hufflepuff House at Hogwarts?","Harry Potter","Sybill Trelawney","Dolores Umbridge","Albus Dumbledore","Pomona Sprout","Pomona Sprout is the Herbology professor."
"Platform 9¾","What is the magical platform at King's Cross Station that serves as the entrance to Hogwarts Express?","Harry Potter","Narcissa Black","Narcissa Malfoy","Nearly Headless Nick","Platform 9¾","Platform 9¾ is the entrance to Hogwarts Express at King's Cross Station."
"Petunia Dursley","Who is Harry Potter's aunt and the sister of Harry's mother, Lily Potter?","Harry Potter","Dudley Dursley","Room of Requirement","Vernon Dursley","Petunia Dursley","Petunia Dursley is Harry's aunt."
"Peter Pettigrew","Who is a former friend of James Potter and a traitor who betrayed the Potters to Voldemort?","Harry Potter","Platform 9¾","Narcissa Black","Narcissa Malfoy","Peter Pettigrew","Peter Pettigrew is a former friend who betrayed the Potters."
"Percy Weasley","Who is the third eldest Weasley sibling, known for his studious and rule-abiding nature?","Harry Potter","Peter Pettigrew","Platform 9¾","Narcissa Black","Percy Weasley","Percy Weasley is a member of the Weasley family."
"Peeves the Poltergeist","Who is a mischievous and troublesome poltergeist who causes chaos at Hogwarts?","Harry Potter","Percy Weasley","Peter Pettigrew","Platform 9¾","Peeves the Poltergeist","Peeves is a troublesome poltergeist at Hogwarts."
"Olympe Maxime","Who is the headmistress of Beauxbatons Academy of Magic and a half-giant?","Harry Potter","Peeves the Poltergeist","Percy Weasley","Peter Pettigrew","Olympe Maxime","Olympe Maxime is a half-giant and headmistress at Beauxbatons."
"Ollivanders Wand Shop","What is the name of the wand shop in Diagon Alley, known for selling a wide range of magical wands?","Harry Potter","Olympe Maxime","Peeves the Poltergeist","Percy Weasley","Ollivanders Wand Shop","Ollivanders is a renowned wand shop in Diagon Alley."
"Oliver Wood","Who is the captain and keeper of the Gryffindor Quidditch team?","Harry Potter","Ollivanders Wand Shop","Olympe Maxime","Peeves the Poltergeist","Oliver Wood","Oliver Wood serves as the captain and keeper for Gryffindor's Quidditch team."
"Nymphadora Tonks","Who is a Metamorphmagus and an Auror, known for her ability to change her appearance at will?","Harry Potter","Oliver Wood","Ollivanders Wand Shop","Olympe Maxime","Nymphadora Tonks","Nymphadora Tonks is a skilled Auror and Metamorphmagus."
"Nox","Which spell is used to extinguish the light at the tip of the wand?","Harry Potter","Protego","Expelliarmus","Lumos","Nox","The Nox spell is used to extinguish the light created by the Lumos spell."
"Neville Longbottom","Who is a courageous and determined Gryffindor student, known for his bravery?","Harry Potter","Nymphadora Tonks","Oliver Wood","Ollivanders Wand Shop","Neville Longbottom","Neville Longbottom is a brave Gryffindor."
"Nearly Headless Nick","What is the nickname of Sir Nicholas de Mimsy-Porpington, a ghost who is nearly beheaded?","Harry Potter","Neville Longbottom","Nymphadora Tonks","Oliver Wood","Nearly Headless Nick","Nearly Headless Nick is a ghost with a nearly beheaded appearance."
"Narcissa Malfoy","Who is the mother of Draco Malfoy and the wife of Lucius Malfoy?","Harry Potter","Nearly Headless Nick","Neville Longbottom","Nymphadora Tonks","Narcissa Malfoy","Narcissa Malfoy is Draco's mother and Lucius's wife."
"Nagini","What is the name of Voldemort's snake, which is also one of his Horcruxes,?","Harry Potter","Narcissa Black","Narcissa Malfoy","Nearly Headless Nick","Nagini","Nagini is the name of Voldemort's snake, which becomes a Horcrux."
